"salmon.geneid","zebrafish.geneid","human.geneid","zebrafish.genename","zebrafish.genename_full","human.genename","human.genename_full","gene_name_base"
"ENSSSAG00000018347","ENSDARG00000070558","NA","si:ch211-93g23","si:ch211-93g23.2",NA,NA,"si:ch211-93g23"
"ENSSSAG00000018538","ENSDARG00000006253","ENSG00000155545","mier3a","mier3a","MIER3","MIER3","mier3"
"ENSSSAG00000018593","ENSDARG00000075648","ENSG00000082684","sema5bb","sema5bb","SEMA5B","SEMA5B","sema5b"
"ENSSSAG00000018622","ENSDARG00000100265","ENSG00000140519","rhcgb","rhcgb","RHCG","RHCG","rhcg"
"ENSSSAG00000018627","ENSDARG00000100679","ENSG00000186001","lrch3","lrch3","LRCH3","LRCH3","lrch3"
"ENSSSAG00000018631","ENSDARG00000077492","ENSG00000132932","atp8a2","atp8a2","ATP8A2","ATP8A2","atp8a2"
"ENSSSAG00000018658","ENSDARG00000044526","ENSG00000008118","camk1ga","camk1ga","CAMK1G","CAMK1G","camk1g"
"ENSSSAG00000018761","ENSDARG00000026406","ENSG00000164111","anxa5a","anxa5a","ANXA5","ANXA5","anxa5"
"ENSSSAG00000018894","ENSDARG00000080172|ENSDARG00000085594","ENSG00000212377|ENSG00000212270|ENSG00000206775",NA,"","","|SNORD37",NA
"ENSSSAG00000018991","ENSDARG00000056226","ENSG00000060566","creb3l3a","creb3l3a","CREB3L3","CREB3L3","creb3l3"
"ENSSSAG00000019094","ENSDARG00000027316","ENSG00000166046","tcp11l2","tcp11l2","TCP11L2","TCP11L2","tcp11l2"
"ENSSSAG00000019115","ENSDARG00000100088","ENSG00000149418","st14","st14","ST14","ST14","st14"
"ENSSSAG00000019139","ENSDARG00000094708","ENSG00000178597|ENSG00000168878","sftpba","sftpba","PSAPL1","PSAPL1|SFTPB","sftpba"
"ENSSSAG00000019169","ENSDARG00000054829","ENSG00000078142","pik3c3","pik3c3","PIK3C3","PIK3C3","pik3c3"
"ENSSSAG00000019200","ENSDARG00000102129","ENSG00000127377","crygn1","crygn1","CRYGN","CRYGN","crygn"
"ENSSSAG00000019241","ENSDARG00000045371","ENSG00000147596","prdm14","prdm14","PRDM14","PRDM14","prdm14"
"ENSSSAG00000019275","ENSDARG00000061846","NA","rxfp3","rxfp3.2b",NA,NA,"rxfp3"
"ENSSSAG00000019400","ENSDARG00000042643|ENSDARG00000059056|ENSDARG00000109567","ENSG00000172461","ft1","FUT9|ft1|ft2","FUT9","FUT9","fut9"
"ENSSSAG00000019408","ENSDARG00000105669","ENSG00000086102","nfx1","nfx1","NFX1","NFX1","nfx1"
"ENSSSAG00000019439","ENSDARG00000086326","ENSG00000206560",NA,"","ANKRD28","ANKRD28","ankrd28"
"ENSSSAG00000019460","ENSDARG00000042141","ENSG00000196586","myo6b","myo6b","MYO6","MYO6","myo6"
"ENSSSAG00000019477","ENSDARG00000089908","ENSG00000166153","DEPDC4","DEPDC4","DEPDC4","DEPDC4","depdc4"
"ENSSSAG00000019628","ENSDARG00000071375","ENSG00000161082","celf5a","celf5a","CELF5","CELF5","celf5"
"ENSSSAG00000019712","ENSDARG00000052170","ENSG00000117143","uap1","uap1","UAP1","UAP1","uap1"
"ENSSSAG00000019789","ENSDARG00000079717","ENSG00000183808","rbm12bb","rbm12bb","RBM12B","RBM12B","rbm12b"
"ENSSSAG00000019797","ENSDARG00000053963","ENSG00000158806","npm2b","npm2b","NPM2","NPM2","npm2"
"ENSSSAG00000019881","ENSDARG00000078703","ENSG00000198363","unm_hu7910","unm_hu7910","ASPH","ASPH","asph"
"ENSSSAG00000019890","ENSDARG00000017886","ENSG00000066422","zbtb11","zbtb11","ZBTB11","ZBTB11","zbtb11"
"ENSSSAG00000019916","ENSDARG00000037618","ENSG00000168209","ddit4","ddit4","DDIT4","DDIT4","ddit4"
"ENSSSAG00000020001","ENSDARG00000008946","ENSG00000164366","ccdc127b","ccdc127b","CCDC127","CCDC127","ccdc127"
"ENSSSAG00000020016","ENSDARG00000101996","ENSG00000154832","cxxc1a","cxxc1a","CXXC1","CXXC1","cxxc1"
"ENSSSAG00000020018","ENSDARG00000087473","ENSG00000148719","dnajb12b","dnajb12b","DNAJB12","DNAJB12","dnajb12"
"ENSSSAG00000020083","ENSDARG00000045530","ENSG00000173200","si:ch211-244b2","si:ch211-244b2.4","PARP15","PARP15","parp15"
"ENSSSAG00000020172","ENSDARG00000005894","ENSG00000021488","slc7a9","slc7a9","SLC7A9","SLC7A9","slc7a9"
"ENSSSAG00000020173","ENSDARG00000022951","ENSG00000142538","pth2","pth2","PTH2","PTH2","pth2"
"ENSSSAG00000020178","ENSDARG00000056950","ENSG00000083782","epyc","epyc","EPYC","EPYC","epyc"
"ENSSSAG00000020190","ENSDARG00000034013","NA","rgmd","rgmd",NA,NA,"rgmd"
"ENSSSAG00000020249","ENSDARG00000063229","ENSG00000082898","xpo1b","xpo1b","XPO1","XPO1","xpo1"
"ENSSSAG00000020269","ENSDARG00000045580","ENSG00000139329","lum","lum","LUM","LUM","lum"
"ENSSSAG00000020291","ENSDARG00000059773","ENSG00000277363","srcin1a","srcin1a","SRCIN1","SRCIN1","srcin1"
"ENSSSAG00000020292","ENSDARG00000069105","NA","fgfr4","fgfr4",NA,NA,"fgfr4"
"ENSSSAG00000020298","ENSDARG00000031075","ENSG00000182985","cadm1a","cadm1a","CADM1","CADM1","cadm1"
"ENSSSAG00000020316","ENSDARG00000016856|ENSDARG00000032496|ENSDARG00000040290|ENSDARG00000097789","ENSG00000005421|ENSG00000105852|ENSG00000105854","pon1","pon2|pon1|pon3.1|pon3.2","PON1","PON1|PON3|PON2","pon1"
"ENSSSAG00000020386","ENSDARG00000012066","ENSG00000011465","dcn","dcn","DCN","DCN","dcn"
"ENSSSAG00000020389","ENSDARG00000054949","ENSG00000185231","mc2r","mc2r","MC2R","MC2R","mc2r"
"ENSSSAG00000020439","ENSDARG00000045945","ENSG00000157152","syn2a","syn2a","SYN2","SYN2","syn2"
"ENSSSAG00000020479","ENSDARG00000035852","ENSG00000164326","cart3","cart3","CARTPT","CARTPT","cartpt"
"ENSSSAG00000020503","ENSDARG00000022599","ENSG00000123992","dnpep","dnpep","DNPEP","DNPEP","dnpep"
"ENSSSAG00000020579","ENSDARG00000062174","NA","cacnb4b","cacnb4b",NA,NA,"cacnb4b"
"ENSSSAG00000020651","ENSDARG00000071377","ENSG00000167733","hsd11b1la","hsd11b1la","HSD11B1L","HSD11B1L","hsd11b1l"
"ENSSSAG00000020652","ENSDARG00000016721","ENSG00000073578","sdha","sdha","SDHA","SDHA","sdha"
"ENSSSAG00000020693","ENSDARG00000054313","NA","zp3f","zp3f.2",NA,NA,"zp3f"
"ENSSSAG00000020734","ENSDARG00000063264","ENSG00000184226","pcdh9","pcdh9","PCDH9","PCDH9","pcdh9"
"ENSSSAG00000020755","ENSDARG00000078525","ENSG00000151014","noctb","noctb","NOCT","NOCT","noct"
"ENSSSAG00000020818","ENSDARG00000068678","ENSG00000114473","iqcg","iqcg","IQCG","IQCG","iqcg"
"ENSSSAG00000020900","ENSDARG00000060978","ENSG00000074370","atp2a3","atp2a3","ATP2A3","ATP2A3","atp2a3"
"ENSSSAG00000020922","ENSDARG00000019000","ENSG00000108055","smc3","smc3","SMC3","SMC3","smc3"
"ENSSSAG00000020979","ENSDARG00000045580","ENSG00000139329","lum","lum","LUM","LUM","lum"
"ENSSSAG00000021127","ENSDARG00000095564","NA",NA,"",NA,NA,NA
"ENSSSAG00000021202","ENSDARG00000091172|ENSDARG00000091203","NA","or42b","or42b1|or42b2",NA,NA,"or42b"
"ENSSSAG00000021354","ENSDARG00000069910","ENSG00000188342","gtf2f2a","gtf2f2a","GTF2F2","GTF2F2","gtf2f2"
"ENSSSAG00000021389","ENSDARG00000028971","ENSG00000165934","cpsf2","cpsf2","CPSF2","CPSF2","cpsf2"
"ENSSSAG00000021588","ENSDARG00000063627","ENSG00000261236","bop1","bop1","BOP1","BOP1","bop1"
"ENSSSAG00000021623","ENSDARG00000055206","ENSG00000047579","dtnbp1b","dtnbp1b","DTNBP1","DTNBP1","dtnbp1"
"ENSSSAG00000021695","ENSDARG00000033754","ENSG00000127993","rbm48","rbm48","RBM48","RBM48","rbm48"
"ENSSSAG00000021835","ENSDARG00000044253","ENSG00000163291","paqr3b","paqr3b","PAQR3","PAQR3","paqr3"
"ENSSSAG00000021838","ENSDARG00000044642","ENSG00000109929","sc5d","sc5d","SC5D","SC5D","sc5d"
"ENSSSAG00000021967","ENSDARG00000055078","ENSG00000143942","chac2","chac2","CHAC2","CHAC2","chac2"
"ENSSSAG00000022030","ENSDARG00000089705","ENSG00000161204","abcf3","abcf3","ABCF3","ABCF3","abcf3"
"ENSSSAG00000022042","ENSDARG00000026712","ENSG00000108774","rab5c","rab5c","RAB5C","RAB5C","rab5c"
"ENSSSAG00000022054","ENSDARG00000014763","ENSG00000228696|ENSG00000185829|ENSG00000143761","arf2a","arf2a","ARL17B","ARL17B|ARL17A|ARF1","arf2a"
"ENSSSAG00000022058","ENSDARG00000019383","ENSG00000198752","cdc42bpb","cdc42bpb","CDC42BPB","CDC42BPB","cdc42bpb"
"ENSSSAG00000022135","ENSDARG00000059722","ENSG00000130560","ubac1","ubac1","UBAC1","UBAC1","ubac1"
"ENSSSAG00000022267","ENSDARG00000023920","ENSG00000073350","llgl2","llgl2","LLGL2","LLGL2","llgl2"
"ENSSSAG00000022417","ENSDARG00000031875","ENSG00000104321","trpa1b","trpa1b","TRPA1","TRPA1","trpa1"
"ENSSSAG00000022430","ENSDARG00000078435","ENSG00000129055","anapc13","anapc13","ANAPC13","ANAPC13","anapc13"
"ENSSSAG00000022529","ENSDARG00000062268","ENSG00000008083","jarid2b","jarid2b","JARID2","JARID2","jarid2"
"ENSSSAG00000022558","ENSDARG00000058287","ENSG00000133114","gpalpp1","gpalpp1","GPALPP1","GPALPP1","gpalpp1"
"ENSSSAG00000022591","ENSDARG00000037889","ENSG00000158955","wnt9b","wnt9b","WNT9B","WNT9B","wnt9b"
"ENSSSAG00000022660","ENSDARG00000009253","ENSG00000087302","rtraf","rtraf","RTRAF","RTRAF","rtraf"
"ENSSSAG00000022715","ENSDARG00000006031","ENSG00000183044","abat","abat","ABAT","ABAT","abat"
"ENSSSAG00000022772","ENSDARG00000016939","ENSG00000160255","itgb2","itgb2","ITGB2","ITGB2","itgb2"
"ENSSSAG00000022802","ENSDARG00000044254","ENSG00000138772","anxa3b","anxa3b","ANXA3","ANXA3","anxa3"
"ENSSSAG00000022875","ENSDARG00000104734","ENSG00000108773","kat2a","kat2a","KAT2A","KAT2A","kat2a"
"ENSSSAG00000022880","ENSDARG00000054313","NA","zp3f","zp3f.2",NA,NA,"zp3f"
"ENSSSAG00000022951","ENSDARG00000031046","ENSG00000143257","nr1h5","nr1h5","NR1I3","NR1I3","nr1i3"
"ENSSSAG00000022993","ENSDARG00000056047","ENSG00000188747","noxa1","noxa1","NOXA1","NOXA1","noxa1"
"ENSSSAG00000023006","ENSDARG00000105071","ENSG00000239887|ENSG00000198929","nos1apa","nos1apa","C1orf226","C1orf226|NOS1AP","nos1apa"
"ENSSSAG00000023022","ENSDARG00000090965","ENSG00000129465","ripk3","ripk3","RIPK3","RIPK3","ripk3"
"ENSSSAG00000023026","ENSDARG00000098311","ENSG00000169740","si:zfos-932h1","si:zfos-932h1.3","ZNF32","ZNF32","znf32"
"ENSSSAG00000023170","ENSDARG00000043624","ENSG00000040487","slc66a1","slc66a1","SLC66A1","SLC66A1","slc66a1"
"ENSSSAG00000023196","ENSDARG00000020853","ENSG00000182687","galr2a","galr2a","GALR2","GALR2","galr2"
"ENSSSAG00000023202","ENSDARG00000038006","ENSG00000164920","osr2","osr2","OSR2","OSR2","osr2"
"ENSSSAG00000023361","ENSDARG00000068166","ENSG00000095397","whrnb","whrnb","WHRN","WHRN","whrn"
"ENSSSAG00000023386","ENSDARG00000045066","ENSG00000138185","entpd1","entpd1","ENTPD1","ENTPD1","entpd1"
"ENSSSAG00000023468","ENSDARG00000059768","ENSG00000186566","gpatch8","gpatch8","GPATCH8","GPATCH8","gpatch8"
"ENSSSAG00000023487","ENSDARG00000069265","ENSG00000132031","matn3b","matn3b","MATN3","MATN3","matn3"
"ENSSSAG00000023533","ENSDARG00000002644","ENSG00000143248","rgs5a","rgs5a","RGS5","RGS5","rgs5"
"ENSSSAG00000023545","ENSDARG00000054290","ENSG00000100813","acin1a","acin1a","ACIN1","ACIN1","acin1"
"ENSSSAG00000023548","ENSDARG00000004789","ENSG00000168702","lrp1ba","lrp1ba","LRP1B","LRP1B","lrp1b"
"ENSSSAG00000023564","ENSDARG00000067509","ENSG00000140090","slc24a4b","slc24a4b","SLC24A4","SLC24A4","slc24a4"
"ENSSSAG00000023617","ENSDARG00000013863","ENSG00000234545|ENSG00000179083","fam133b","fam133b","FAM133B","FAM133B|FAM133A","fam133b"
"ENSSSAG00000023806","ENSDARG00000074060","ENSG00000006062","map3k14a","map3k14a","MAP3K14","MAP3K14","map3k14"
"ENSSSAG00000023874","ENSDARG00000042722","ENSG00000095585","blnk","blnk","BLNK","BLNK","blnk"
"ENSSSAG00000023878","ENSDARG00000035695","ENSG00000260428","scxa","scxa","SCX","SCX","scx"
"ENSSSAG00000023910","ENSDARG00000040177","NA","rgs16","rgs16",NA,NA,"rgs16"
"ENSSSAG00000023980","ENSDARG00000007990","NA","wt1b","wt1b",NA,NA,"wt1b"
"ENSSSAG00000024112","ENSDARG00000101259","ENSG00000235173","hgh1","hgh1","HGH1","HGH1","hgh1"
"ENSSSAG00000024248","ENSDARG00000101279","NA","ndr2","ndr2",NA,NA,"ndr2"
"ENSSSAG00000024251","ENSDARG00000054292","ENSG00000179933","C2H14orf119","C2H14orf119","C14orf119","C14orf119","c14orf119"
"ENSSSAG00000024307","ENSDARG00000053058|ENSDARG00000093606","ENSG00000142534","rps11","rps11|rps11l","RPS11","RPS11","rps11"
"ENSSSAG00000024370","ENSDARG00000041040","ENSG00000165195","piga","piga","PIGA","PIGA","piga"
"ENSSSAG00000024431","ENSDARG00000076351","ENSG00000198797","brinp3a","brinp3a.1","BRINP2","BRINP2","brinp2"
"ENSSSAG00000024489","ENSDARG00000088117","ENSG00000033170","fut8b","fut8b","FUT8","FUT8","fut8"
"ENSSSAG00000024510","ENSDARG00000095564","NA",NA,"",NA,NA,NA
"ENSSSAG00000024550","ENSDARG00000077516","ENSG00000160957","recql4","recql4","RECQL4","RECQL4","recql4"
"ENSSSAG00000024566","ENSDARG00000095651","ENSG00000215612","hmx1","hmx1","HMX1","HMX1","hmx1"
"ENSSSAG00000024596","ENSDARG00000010113","ENSG00000166136","ndufb8","ndufb8","NDUFB8","NDUFB8","ndufb8"
"ENSSSAG00000024626","ENSDARG00000089717","ENSG00000115828","qpct","qpct","QPCT","QPCT","qpct"
"ENSSSAG00000024661","ENSDARG00000061161","ENSG00000160087","ube2j2","ube2j2","UBE2J2","UBE2J2","ube2j2"
"ENSSSAG00000024728","ENSDARG00000056620","ENSG00000126010","grpr","grpr","GRPR","GRPR","grpr"
"ENSSSAG00000024733","ENSDARG00000027797","ENSG00000174233","adcy6b","adcy6b","ADCY6","ADCY6","adcy6"
"ENSSSAG00000024734","ENSDARG00000110008","NA",NA,"",NA,NA,NA
"ENSSSAG00000024804","ENSDARG00000006891","ENSG00000170745","kcns3a","kcns3a","KCNS3","KCNS3","kcns3"
"ENSSSAG00000024837","ENSDARG00000062135","ENSG00000147041","sytl5","sytl5","SYTL5","SYTL5","sytl5"
"ENSSSAG00000024860","ENSDARG00000055912","ENSG00000140157","nipa2","nipa2","NIPA2","NIPA2","nipa2"
"ENSSSAG00000024940","ENSDARG00000104792","ENSG00000107447","dntt","dntt","DNTT","DNTT","dntt"
"ENSSSAG00000025057","ENSDARG00000091367","ENSG00000101161","prpf6","prpf6","PRPF6","PRPF6","prpf6"
"ENSSSAG00000025080","ENSDARG00000042853","ENSG00000128928","ivd","ivd","IVD","IVD","ivd"
"ENSSSAG00000025146","ENSDARG00000074456","ENSG00000155542","setd9","setd9","SETD9","SETD9","setd9"
"ENSSSAG00000025297","ENSDARG00000104665","ENSG00000126259","kirrel3l","kirrel3l","KIRREL2","KIRREL2","kirrel2"
"ENSSSAG00000025343","ENSDARG00000116690","NA",NA,"",NA,NA,NA
"ENSSSAG00000025357","ENSDARG00000105581","ENSG00000215183","msmp1","msmp1","MSMP","MSMP","msmp"
"ENSSSAG00000025368","ENSDARG00000045544","ENSG00000019991","hgfa","hgfa","HGF","HGF","hgf"
"ENSSSAG00000025371","ENSDARG00000012367","ENSG00000163462","trim46a","trim46a","TRIM46","TRIM46","trim46"
"ENSSSAG00000025382","ENSDARG00000008239","ENSG00000124217","mocs3","mocs3","MOCS3","MOCS3","mocs3"
"ENSSSAG00000025400","ENSDARG00000109823","ENSG00000241360","pdxp","pdxp","PDXP","PDXP","pdxp"
"ENSSSAG00000025431","ENSDARG00000010318","ENSG00000101955","srpx","srpx","SRPX","SRPX","srpx"
"ENSSSAG00000025451","ENSDARG00000056964","ENSG00000166333","ilk","ilk","ILK","ILK","ilk"
"ENSSSAG00000025477","ENSDARG00000074184","ENSG00000134909","arhgap32b","arhgap32b","ARHGAP32","ARHGAP32","arhgap32"
"ENSSSAG00000025551","ENSDARG00000071310|ENSDARG00000071381|ENSDARG00000071386|ENSDARG00000071389|ENSDARG00000092518|ENSDARG00000092532|ENSDARG00000092788|ENSDARG00000092814|ENSDARG00000093415|ENSDARG00000093450|ENSDARG00000093491|ENSDARG00000094077|ENSDARG00000094662|ENSDARG00000094840|ENSDARG00000095005|ENSDARG00000095175|ENSDARG00000095355|ENSDARG00000095384|ENSDARG00000095438|ENSDARG00000095572|ENSDARG00000095729|ENSDARG00000098651|ENSDARG00000117135","NA","si:dkey-21e2","si:dkey-78l4.5|si:dkey-78l4.11|si:dkey-78l4.10|si:dkey-78l4.6|si:dkey-21e2.11|si:dkey-21e2.4|si:dkey-21e2.15|si:dkey-21e2.3|si:dkey-78l4.1||si:dkey-78l4.8|si:dkey-21e2.16|si:dkey-21e2.8|si:dkey-21e2.13|si:dkey-21e2.10|si:dkey-78l4.12|si:dkey-78l4.7|si:dkey-78l4.2|si:dkey-78l4.4|si:dkey-21e2.14|si:dkey-21e2.12|si:dkey-21e2.7|si:dkey-78l4.13",NA,NA,"si:dkey-21e2"
"ENSSSAG00000025557","ENSDARG00000016181","ENSG00000197323","trim33","trim33","TRIM33","TRIM33","trim33"
"ENSSSAG00000025629","ENSDARG00000079350","ENSG00000175105","znf654","znf654","ZNF654","ZNF654","znf654"
"ENSSSAG00000025705","ENSDARG00000063162","ENSG00000170293","cmtm8b","cmtm8b","CMTM8","CMTM8","cmtm8"
"ENSSSAG00000025797","ENSDARG00000061051","ENSG00000162670","brinp3a","brinp3a.2","BRINP3","BRINP3","brinp3"
"ENSSSAG00000025816","ENSDARG00000080422","NA",NA,"",NA,NA,NA
"ENSSSAG00000025848","ENSDARG00000009480","ENSG00000136940","pdcl","pdcl","PDCL","PDCL","pdcl"
"ENSSSAG00000025885","ENSDARG00000061789","ENSG00000204590","gnl1","gnl1","GNL1","GNL1","gnl1"
"ENSSSAG00000025956","ENSDARG00000073962","ENSG00000128891","ccdc32","ccdc32","CCDC32","CCDC32","ccdc32"
"ENSSSAG00000025969","ENSDARG00000076239","ENSG00000101220","ADISSP","ADISSP","ADISSP","ADISSP","adissp"
"ENSSSAG00000026024","ENSDARG00000042210","ENSG00000075213","sema3ab","sema3ab","SEMA3A","SEMA3A","sema3a"
"ENSSSAG00000026076","ENSDARG00000005791","ENSG00000108107","rpl28","rpl28","RPL28","RPL28","rpl28"
"ENSSSAG00000026140","ENSDARG00000034174","ENSG00000148187","mrrf","mrrf","MRRF","MRRF","mrrf"
"ENSSSAG00000026224","ENSDARG00000042848","NA","pcmtl","pcmtl",NA,NA,"pcmtl"
"ENSSSAG00000026287","ENSDARG00000056036","ENSG00000136854","stxbp1b","stxbp1b","STXBP1","STXBP1","stxbp1"
"ENSSSAG00000026427","ENSDARG00000089032","ENSG00000126746","znf384b","znf384b","ZNF384","ZNF384","znf384"
"ENSSSAG00000026470","ENSDARG00000056504","ENSG00000273748|ENSG00000109536","frg1","frg1","","|FRG1","frg1"
"ENSSSAG00000026491","ENSDARG00000044255","ENSG00000119446","rbm18","rbm18","RBM18","RBM18","rbm18"
"ENSSSAG00000026509","ENSDARG00000011219","ENSG00000105221","akt2","akt2","AKT2","AKT2","akt2"
"ENSSSAG00000026556","ENSDARG00000023031","NA","hoxa2b","hoxa2b",NA,NA,"hoxa2b"
"ENSSSAG00000026564","ENSDARG00000040277","ENSG00000156804","fbxo32","fbxo32","FBXO32","FBXO32","fbxo32"
"ENSSSAG00000026588","ENSDARG00000057714","NA","cmah","cmah",NA,NA,"cmah"
"ENSSSAG00000026601","ENSDARG00000040121","ENSG00000106588","psma2a","psma2a","PSMA2","PSMA2","psma2"
"ENSSSAG00000026650","ENSDARG00000002267","ENSG00000164934","dcaf13","dcaf13","DCAF13","DCAF13","dcaf13"
"ENSSSAG00000026725","ENSDARG00000101220","ENSG00000099821","polrmt","polrmt","POLRMT","POLRMT","polrmt"
"ENSSSAG00000026781","ENSDARG00000004771","ENSG00000088448","ankrd10b","ankrd10b","ANKRD10","ANKRD10","ankrd10"
"ENSSSAG00000026788","ENSDARG00000060992","ENSG00000166133","rpusd2","rpusd2","RPUSD2","RPUSD2","rpusd2"
"ENSSSAG00000026814","ENSDARG00000053535","ENSG00000136153","lmo7b","lmo7b","LMO7","LMO7","lmo7"
"ENSSSAG00000026844","ENSDARG00000053554","ENSG00000092470","wdr76","wdr76","WDR76","WDR76","wdr76"
"ENSSSAG00000026891","ENSDARG00000006766","ENSG00000197157","snd1","snd1","SND1","SND1","snd1"
"ENSSSAG00000026951","ENSDARG00000075783","ENSG00000100281","hmgxb4a","hmgxb4a","HMGXB4","HMGXB4","hmgxb4"
"ENSSSAG00000027127","ENSDARG00000003017","NA","ube2al","ube2al",NA,NA,"ube2al"
"ENSSSAG00000027129","ENSDARG00000002880|ENSDARG00000096912","ENSG00000004766","vps50","vps50","VPS50","VPS50","vps50"
"ENSSSAG00000027167","ENSDARG00000077095","ENSG00000163349","hipk1b","hipk1b","HIPK1","HIPK1","hipk1"
"ENSSSAG00000027269","ENSDARG00000057698","ENSG00000117984","ctsd","ctsd","CTSD","CTSD","ctsd"
"ENSSSAG00000027277","ENSDARG00000098445","ENSG00000144031","ankrd53","ankrd53","ANKRD53","ANKRD53","ankrd53"
"ENSSSAG00000027306","ENSDARG00000019116","ENSG00000153487","ing1","ing1","ING1","ING1","ing1"
"ENSSSAG00000027337","ENSDARG00000056601","ENSG00000116095","plekha3","plekha3","PLEKHA3","PLEKHA3","plekha3"
"ENSSSAG00000027563","ENSDARG00000077119","ENSG00000213995","naxd","naxd","NAXD","NAXD","naxd"
"ENSSSAG00000027577","ENSDARG00000074860","ENSG00000115665","slc5a7a","slc5a7a","SLC5A7","SLC5A7","slc5a7"
"ENSSSAG00000027611","ENSDARG00000026986","ENSG00000181026","rexo1","rexo1","AEN","AEN","aen"
"ENSSSAG00000027653","ENSDARG00000039964","ENSG00000137441","fgfbp2a","fgfbp2a","FGFBP2","FGFBP2","fgfbp2"
"ENSSSAG00000027654","ENSDARG00000006896","ENSG00000106852","lhx6a","lhx6a","LHX6","LHX6","lhx6"
"ENSSSAG00000027724","ENSDARG00000055250","ENSG00000105219","ccnp","ccnp","CCNP","CCNP","ccnp"
"ENSSSAG00000027762","ENSDARG00000100835","ENSG00000127074","rgs13b","rgs13b","RGS13","RGS13","rgs13"
"ENSSSAG00000027878","ENSDARG00000053542","ENSG00000178695","kctd12","kctd12.2","KCTD12","KCTD12","kctd12"
"ENSSSAG00000027885","ENSDARG00000019307","ENSG00000138166","dusp5","dusp5","DUSP5","DUSP5","dusp5"
"ENSSSAG00000027888","ENSDARG00000034817","ENSG00000104763","asah1b","asah1b","ASAH1","ASAH1","asah1"
"ENSSSAG00000027926","ENSDARG00000089390","ENSG00000177666","pnpla2","pnpla2","PNPLA2","PNPLA2","pnpla2"
"ENSSSAG00000027956","ENSDARG00000098761","ENSG00000116741","rgs2","rgs2","RGS2","RGS2","rgs2"
"ENSSSAG00000027960","ENSDARG00000039970","ENSG00000188822","cnr2","cnr2","CNR2","CNR2","cnr2"
"ENSSSAG00000028007","ENSDARG00000040884","ENSG00000119950","mxi1","mxi1","MXI1","MXI1","mxi1"
"ENSSSAG00000028016","ENSDARG00000036893","ENSG00000124491","f13a1b","f13a1b","F13A1","F13A1","f13a1"
"ENSSSAG00000028027","ENSDARG00000078546","ENSG00000134905","cars2","cars2","CARS2","CARS2","cars2"
"ENSSSAG00000028036","ENSDARG00000053240","ENSG00000164627","kif6","kif6","KIF6","KIF6","kif6"
"ENSSSAG00000028046","ENSDARG00000039969","ENSG00000174574","akirin1","akirin1","AKIRIN1","AKIRIN1","akirin1"
"ENSSSAG00000028051","ENSDARG00000114113","NA",NA,"",NA,NA,NA
"ENSSSAG00000028144","ENSDARG00000114141","NA",NA,"",NA,NA,NA
"ENSSSAG00000028164","ENSDARG00000036056","ENSG00000105053","vrk3","vrk3","VRK3","VRK3","vrk3"
"ENSSSAG00000028168","ENSDARG00000061480|ENSDARG00000068363|ENSDARG00000068372|ENSDARG00000092930|ENSDARG00000094546|ENSDARG00000094946","NA","si:ch211-132b12","si:ch211-132b12.1|si:ch211-132b12.3|zgc:158427|si:ch211-132b12.4|si:ch211-132b12.6|si:ch211-132b12.2",NA,NA,"si:ch211-132b12"
"ENSSSAG00000028208","ENSDARG00000023587","ENSG00000164626","kcnk5a","kcnk5a","KCNK5","KCNK5","kcnk5"
"ENSSSAG00000028271","ENSDARG00000100690","NA","si:ch211-256e16","si:ch211-256e16.11",NA,NA,"si:ch211-256e16"
"ENSSSAG00000028304","ENSDARG00000082273","ENSG00000253089|ENSG00000206687","U1","U1","RNU1-104P","RNU1-104P|RNU1-109P","u1"
"ENSSSAG00000028321","ENSDARG00000103404","ENSG00000116750","uchl5","uchl5","UCHL5","UCHL5","uchl5"
